,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,timezone,place,tweet,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,text,labels
1748,1748,1748,1247950214859599872,1247950214859599872,1586369491000,2020-04-08 23:41:31,530,,"Best CM during #CoronaUpdatesInIndia And #Lockdown21

Medical Facilities: @ArvindKejriwal 
Implementation of Lockdown: @myogiadityanath 
Winning people trust: @OfficeofUT 
Bursting Corona Threat: @ashokgehlot51 
Gardian Gesture: @vijayanpinarayi
#CoronavirusOutbreak #India","['#coronaupdatesinindia', '#lockdown21', '#coronavirusoutbreak', '#india']",[],424120360,424120360,mohitgroverAT,Mohit Grover | âââÙÙØ­ÙØª Ú¯Ø±Ù ÙØ± | à¤®à¥à¤¹à¤¿à¤¤ à¤à¥à¤°à¥à¤µà¤° |,3,23,https://twitter.com/mohitgroverAT/status/1247950214859599872,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '424120360', 'username': 'mohitgroverAT'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '3437532637', 'username': 'myogiadityanath'}, {'user_id': '1144169755672113155', 'username': 'OfficeofUT'}, {'user_id': '385926583', 'username': 'ashokgehlot51'}, {'user_id': '2707179805', 'username': 'vijayanpinarayi'}]",,,,,,1
1784,1784,1784,1247948404694454272,1247948404694454272,1586369060000,2020-04-08 23:34:20,530,,Unstoppable Killer Corona #CONVID19 #Corona #CoronaUpdatesInIndia #Coronaindia #coronavirusinindia #CoronaStopKaroNa #coronavirusindia #coronacases #coronadeath pic.twitter.com/50AYyL1Wtp,"['#convid19', '#corona', '#coronaupdatesinindia', '#coronaindia', '#coronavirusinindia', '#coronastopkarona', '#coronavirusindia', '#coronacases', '#coronadeath']",[],802090096073711616,802090096073711616,_KishanSavaliya,Kishan Savaliya,3,23,https://twitter.com/_KishanSavaliya/status/1247948404694454272,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '802090096073711616', 'username': '_KishanSavaliya'}]",,,,,,-1
1847,1847,1847,1248315808033329152,1248315808033329152,1586456655000,2020-04-09 23:54:15,530,,"#JantaCurfewMarch22 
# Lockdown 21
#Day16
#Covid19India
#StayHomeStaySafe
#CoronaUpdatesInIndia
#FitIndia @PMOIndia
@FitBharat @sonali_mehta25 @FitBhandup @FitNahur pic.twitter.com/IqDoSmVZPf","['#jantacurfewmarch22', '#day16', '#covid19india', '#stayhomestaysafe', '#coronaupdatesinindia', '#fitindia']",[],1019626526596390925,1019626526596390925,BhavnaSheth5,Bhavna Sheth,4,23,https://twitter.com/BhavnaSheth5/status/1248315808033329152,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1019626526596390925', 'username': 'BhavnaSheth5'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '1169506909684039680', 'username': 'FitBharat'}, {'user_id': '797346458634698752', 'username': 'sonali_mehta25'}]",,,,,,-1
3241,3241,3241,1250128191622004736,1250128191622004736,1586888761000,2020-04-14 23:56:01,530,,Situation is very critical. #StayHome #StayAtHome #CoronaUpdatesInIndia #pandemic #Wealthmaster Be a responsible Citizen of INDIA. #IndiaFightsCorona #wednesdaymorning #WednesdayThoughts #tuesdayvibes pic.twitter.com/XduwjCaTjK,"['#stayhome', '#stayathome', '#coronaupdatesinindia', '#pandemic', '#wealthmaster', '#indiafightscorona', '#wednesdaymorning', '#wednesdaythoughts', '#tuesdayvibes']",[],1175673276665753601,1175673276665753601,WealthMaster21,Wealth Master,2,23,https://twitter.com/WealthMaster21/status/1250128191622004736,False,1,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1175673276665753601', 'username': 'WealthMaster21'}]",,,,,,-1
3244,3244,3244,1250128167215366144,1250128167215366144,1586888755000,2020-04-14 23:55:55,530,,"âMAHAMAARIâ A Lockdown Rap Song by 55 Indian actors. Its awesome  https://www.youtube.com/watch?v=ucaY5X4KraAÂ â¦
Sharing this song to spread awareness

#CoronaUpdatesInIndia #coronavirusindia #MuskurayegaIndia #TikTokForIndia #viralvideo #Narendermodi #CoronaKoDhona #Bollywood #StayHomeIndia","['#coronaupdatesinindia', '#coronavirusindia', '#muskurayegaindia', '#tiktokforindia', '#viralvideo', '#narendermodi', '#coronakodhona', '#bollywood', '#stayhomeindia']",[],228338632,228338632,bhatiapanti,Bhatiapanti,2,23,https://twitter.com/bhatiapanti/status/1250128167215366144,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '228338632', 'username': 'bhatiapanti'}]",,,,,,1
3379,3379,3379,1250122253817135105,1250122253817135105,1586887346000,2020-04-14 23:32:26,530,,"Clearly shows a lack of communication within the central Institutions itself. It also shows how PMO dominates everything with ZERO consulation from sister wings.

What else can be expected now from these people? 

#COVID19 #CoronaUpdatesInIndia
#covidindia #Lockdown2 #CoronaVirus  pic.twitter.com/rF1uhLpvnW","['#covid19', '#coronaupdatesinindia', '#covidindia', '#lockdown2', '#coronavirus']",[],3271265106,3271265106,SidhKishore,Siddhant Kishore,2,23,https://twitter.com/SidhKishore/status/1250122253817135105,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '3271265106', 'username': 'SidhKishore'}]",,,,,,-1
41,41,41,1244329847209500673,1244329847209500673,1585506328000,2020-03-29 23:55:28,530,,"For many, most Indians in fact, I may say, what @narendramodi is doing to help #IndiaFightsCorona is âenough and moreâ. All state governments and us citizens need to support him 100% in his honest endeavours to save the country from this pandemic!  https://twitter.com/majorgauravarya/status/1244269190451621889Â â¦",['#indiafightscorona'],[],14112577,14112577,rachitg,Rachit Garg ð®ð³,7,23,https://twitter.com/rachitg/status/1244329847209500673,False,0,0,0,https://twitter.com/majorgauravarya/status/1244269190451621889,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '14112577', 'username': 'rachitg'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,,1
96,96,96,1244692938250047488,1244692938250047488,1585592896000,2020-03-30 23:58:16,530,,"@PMOIndia @MoHFW_INDIA @narendramodi Sir , Please trace the people participated in tablighi jamaat meetings to quarantine and test them #IndiaFightsCoronavirus . Many +ve cases already with travel history of this meeting .",['#indiafightscoronavirus'],[],554526414,554526414,jeevankrosuri,jeevankrosuri,1,23,https://twitter.com/jeevankrosuri/status/1244692938250047488,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '554526414', 'username': 'jeevankrosuri'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '2596143056', 'username': 'MoHFW_INDIA'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,,-1
98,98,98,1244692905555419137,1244692905555419137,1585592888000,2020-03-30 23:58:08,530,,"Corona virus update, it's very dangerous for world.ðð®ð³
#CoronaUpdate #Coronavirustruth #coronavirus #IndiaFightsCoronavirus #CoronaLockdown #WorkFromHomeLife #StayAwareStaySafe #StaySafe #StayHomeStaySafe #StayHomeSaveLives #StayHomeIndia #StaySafeStayHome #GujaratFightsCovid19 pic.twitter.com/4nzDRuXvL7","['#coronaupdate', '#coronavirustruth', '#coronavirus', '#indiafightscoronavirus', '#coronalockdown', '#workfromhomelife', '#stayawarestaysafe', '#staysafe', '#stayhomestaysafe', '#stayhomesavelives', '#stayhomeindia', '#staysafestayhome', '#gujaratfightscovid19']",[],233188283,233188283,YogeshRavaliya,Yogesh Ravaliya,1,23,https://twitter.com/YogeshRavaliya/status/1244692905555419137,False,2,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '233188283', 'username': 'YogeshRavaliya'}]",,,,,,-1
141,141,141,1245054204843970560,1245054204843970560,1585679029000,2020-03-31 23:53:49,530,,"Request to @narendramodi Sir:

Reserve the manpower (Doctors & Nursing staff) for 3rd & 4th week of April to combat #Corona. We need them. Also, Please do #NationalizePrivateHealthcare
#COVID #lockdown #NationSalutesCOVIDFighters #IndiaFightsCoronavirus pic.twitter.com/xCGN62e0Y9","['#corona', '#nationalizeprivatehealthcare', '#covid', '#lockdown', '#nationsalutescovidfighters', '#indiafightscoronavirus']",[],1678403144,1678403144,ompsychiatrist,Dr. Om Prakash,2,23,https://twitter.com/ompsychiatrist/status/1245054204843970560,False,14,1,8,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1678403144', 'username': 'ompsychiatrist'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,,-1
210,210,210,1245416878249349120,1245416878249349120,1585765497000,2020-04-01 23:54:57,530,,"these pictures from today's morning to night i have blind believe that our population can do this. Please be careful #deshvashiyo our PM Shri @narendramodi
has intimate about this but no-one obeyed. I'm sure we have time to save nation #covid_19GR #warning #IndiaFightsCorona pic.twitter.com/BjSafrf721","['#deshvashiyo', '#covid_19gr', '#warning', '#indiafightscorona']",[],2939658524,2939658524,pariharhimans,Himanshu Singh Parihar AQS,3,23,https://twitter.com/pariharhimans/status/1245416878249349120,False,2,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2939658524', 'username': 'pariharhimans'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,,1
365,365,365,1245777592143106048,1245777592143106048,1585851498000,2020-04-02 23:48:18,530,,"#IndiaFightsCorona
Times like this calls for everyone to encourage the spread of authentic news. Let us deny oxygen to rumours and fake news on COVID-19.",['#indiafightscorona'],[],1709645935,1709645935,arun_citizen,Arun Shrivastva,4,23,https://twitter.com/arun_citizen/status/1245777592143106048,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1709645935', 'username': 'arun_citizen'}]",,,,,,1
377,377,377,1245777282720870400,1245777282720870400,1585851424000,2020-04-02 23:47:04,530,,"#IndiaFightsCorona
Together we can fight COVID-19. Little awareness of COVID19 can make a huge difference. Stay home and stay safe.",['#indiafightscorona'],[],1709645935,1709645935,arun_citizen,Arun Shrivastva,4,23,https://twitter.com/arun_citizen/status/1245777282720870400,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1709645935', 'username': 'arun_citizen'}]",,,,,,1
483,483,483,1245773527770222594,1245773527770222594,1585850529000,2020-04-02 23:32:09,530,,âCoronaâ an âAksâ reflection of â Terrorismâ #COVID19Pandemic #coronavirusindia #21daysLockdown #DelhiFightsCorona #bioweapon #IndiaFightsCorona,"['#covid19pandemic', '#coronavirusindia', '#21dayslockdown', '#delhifightscorona', '#bioweapon', '#indiafightscorona']",[],146391595,146391595,monuchadha,Sardaar Monu Chadha,4,23,https://twitter.com/monuchadha/status/1245773527770222594,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '146391595', 'username': 'monuchadha'}]",,,,,,-1
519,519,519,1246142151941029889,1246142151941029889,1585938415000,2020-04-03 23:56:55,530,,@Naveen_Odisha @CMO_Odisha excellent job by executing a complete lockdown in #Bhubaneswar #Cuttack . Nipping the problem when it's in d bud. #COVID19Pandemic #StayHomeSaveLives #IndiaFightsCorona,"['#bhubaneswar', '#cuttack', '#covid19pandemic', '#stayhomesavelives', '#indiafightscorona']",[],62874276,62874276,bigbishal,bishal,5,23,https://twitter.com/bigbishal/status/1246142151941029889,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '62874276', 'username': 'bigbishal'}, {'user_id': '3489768920', 'username': 'Naveen_Odisha'}, {'user_id': '4723068481', 'username': 'CMO_Odisha'}]",,,,,,-1
548,548,548,1246141143517032448,1246141143517032448,1585938175000,2020-04-03 23:52:55,530,,"Awareness, precaution, containment and treatment is need for the hour instead of stigmatising during the fight against coronavirus. @WHO @narendramodi #CoronaCrisis #IndiaFightsCorona #CoronavirusOutbreak #CoronavirusPandemic","['#coronacrisis', '#indiafightscorona', '#coronavirusoutbreak', '#coronaviruspandemic']",[],1231855402612076544,1231855402612076544,SarkhelRajarshi,rajarshi sarkhel,5,23,https://twitter.com/SarkhelRajarshi/status/1246141143517032448,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1231855402612076544', 'username': 'SarkhelRajarshi'}, {'user_id': '14499829', 'username': 'WHO'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,,0
557,557,557,1246140955402440705,1246140955402440705,1585938130000,2020-04-03 23:52:10,530,,"Corona Awareness
#IndiaFightsCorona https://twitter.com/DDNewslive/status/1245694356234756100Â â¦",['#indiafightscorona'],[],1200930462,1200930462,prudhviraj208,prudhvi raj,5,23,https://twitter.com/prudhviraj208/status/1246140955402440705,False,0,0,0,https://twitter.com/DDNewslive/status/1245694356234756100,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1200930462', 'username': 'prudhviraj208'}]",,,,,,0
579,579,579,1246140009612283911,1246140009612283911,1585937905000,2020-04-03 23:48:25,530,,"The Hindu: DRDO develops alternative sealant for PPEs. #COVID19 #IndiaFightsCorona #PPE #PPEShortages
 https://www.thehindu.com/news/national/drdo-develops-alternative-sealant-for-ppes/article31240199.eceÂ â¦

via @GoogleNews","['#covid19', '#indiafightscorona', '#ppe', '#ppeshortages']",[],132968119,132968119,tatinenis,Harsha,5,23,https://twitter.com/tatinenis/status/1246140009612283911,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '132968119', 'username': 'tatinenis'}, {'user_id': '33584794', 'username': 'googlenews'}]",,,,,,1
595,595,595,1246139198433669123,1246139198433669123,1585937711000,2020-04-03 23:45:11,530,,"The COVID-19 crisis has made an unprecedented impact on the world. In such testing times, it's our duty to stand for one another & to do my bit, I along with fellow Indian footballers from across the country have contributed towards the PM-Cares fund. #IndiaFightsCorona #JaiHind","['#indiafightscorona', '#jaihind']",[],4259323354,4259323354,pratikch89,Pratik Chaudhari,5,23,https://twitter.com/pratikch89/status/1246139198433669123,False,18,1,5,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '4259323354', 'username': 'pratikch89'}]",,,,,,1
617,617,617,1246138414740590592,1246138414740590592,1585937524000,2020-04-03 23:42:04,530,,"Lockdown Bharat 
Logout Corona
@narendramodi @PMOIndia
#IndiaFightsCorona pic.twitter.com/GntSNbWk6p",['#indiafightscorona'],[],1150705943304261633,1150705943304261633,VKSINGH2019,ð®ð³Vishal Singhð®ð³,5,23,https://twitter.com/VKSINGH2019/status/1246138414740590592,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1150705943304261633', 'username': 'VKSINGH2019'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '471741741', 'username': 'PMOIndia'}]",,,,,,-1
644,644,644,1246137578308243456,1246137578308243456,1585937325000,2020-04-03 23:38:45,530,,"3 more positive COVID-19 cases found in Assam. Three of them belong to Kamrup (M), Kamrup & Marigaon. Two of them are linked to #NizamuddinMarkaj Event. Total cases in Assam now touches 23.

#IndiaFightsCorona","['#nizamuddinmarkaj', '#indiafightscorona']",[],376718014,376718014,aboyobbhuyan,aboyob bhuyan,5,23,https://twitter.com/aboyobbhuyan/status/1246137578308243456,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '376718014', 'username': 'aboyobbhuyan'}]",,,,,,-1
664,664,664,1246136791767359491,1246136791767359491,1585937137000,2020-04-03 23:35:37,530,,"Finally got the time to do something I #love doing. All because of this #lockdown
#clearsky #nopollution #nightsky #lockdown2020 #indiafightscorona #wewillwin
#stayhome #staysafe #stayhealthy #thingstodoâ¦  https://www.instagram.com/p/B-hzQ5nDQaK/?igshid=1bnhfeobktxv3Â â¦","['#love', '#lockdown', '#clearsky', '#nopollution', '#nightsky', '#lockdown2020', '#indiafightscorona', '#wewillwin', '#stayhome', '#staysafe', '#stayhealthy', '#thingstodo']",[],259124678,259124678,AbhinavV77,Abhinav Verma,5,23,https://twitter.com/AbhinavV77/status/1246136791767359491,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '259124678', 'username': 'AbhinavV77'}]",,,,,,-1
671,671,671,1246136654852550657,1246136654852550657,1585937105000,2020-04-03 23:35:05,530,,"Architecture students of NMIMS University - BSSA making use of 3d printing technology to make face sheilds for the staff of Sacred heart hospital in fighting #COVID19Pandemic
#Corona
#Mumbai
#3Dprinting
@makerbot
#India
#IndiaFightsCorona
#DocsNeedGear  pic.twitter.com/n787LTDsdH","['#covid19pandemic', '#corona', '#mumbai', '#3dprinting', '#india', '#indiafightscorona', '#docsneedgear']",[],308161910,308161910,gauravj_89,Gaurav Jhunjhunwala,5,23,https://twitter.com/gauravj_89/status/1246136654852550657,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '308161910', 'username': 'gauravj_89'}, {'user_id': '22021097', 'username': 'makerbot'}]",,,,,,1
795,795,795,1246505247410806784,1246505247410806784,1586024984000,2020-04-04 23:59:44,530,,"#Coronavirus precautions and safety measures ! How to protect yourself in English

 https://www.instagram.com/tv/B-gvuhMAE25/?igshid=5igccjp6qwaeÂ â¦
#COVID2019
#IndiaFightsCorona #lockdown","['#coronavirus', '#covid2019', '#indiafightscorona', '#lockdown']",[],1064230719399051272,1064230719399051272,A_R_Bhardwaj,Adarsh Bhardwaj ð´,6,23,https://twitter.com/A_R_Bhardwaj/status/1246505247410806784,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1064230719399051272', 'username': 'A_R_Bhardwaj'}]",,,,,,-1
845,845,845,1246503522738241537,1246502796452495360,1586024573000,2020-04-04 23:52:53,530,,"COVID-19 Corona Virus Pandemic Tracker Maping Report Updates.
Click on Linkðð¼
 https://ensopedia.com/covid19Â 
#MakeInIndiaMakeForIndia
#IndiaFightsCorona
#COVID19Pandemic #StayHomeSaveLives
#ensopedia","['#makeinindiamakeforindia', '#indiafightscorona', '#covid19pandemic', '#stayhomesavelives', '#ensopedia']",[],117021955,117021955,ichetan_singh,Chetan Singhð®ð³,6,23,https://twitter.com/ichetan_singh/status/1246503522738241537,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '117021955', 'username': 'ichetan_singh'}, {'user_id': '146569971', 'username': 'CDCgov'}]",,,,,,-1
847,847,847,1246503391179583488,1246503391179583488,1586024542000,2020-04-04 23:52:22,530,,"#LaxmanRekha #Ramayan #Ram #Sita #Laxman #Ravan
The ancient day Lockdown in Indian historyð¹ Laxman Rekha.Sita crossed her lines and got captured by Ravan.A message to modern generation to not cross lines of their homes.#IndiaFightsCorona #GoCorona #StayHomeStaySafe
Jai Hindð®ð³ð pic.twitter.com/fhiAa6EpF5","['#laxmanrekha', '#ramayan', '#ram', '#sita', '#laxman', '#ravan', '#indiafightscorona', '#gocorona', '#stayhomestaysafe']",[],2749694713,2749694713,Anamika20jun,Anamika Dasð®ð³,6,23,https://twitter.com/Anamika20jun/status/1246503391179583488,False,3,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2749694713', 'username': 'Anamika20jun'}]",,,,,,1
851,851,851,1246503222233255937,1246502839418904576,1586024501000,2020-04-04 23:51:41,530,,"COVID-19 Corona Virus Pandemic Tracker Maping Report Updates.
Click on Linkðð¼
 https://ensopedia.com/covid19Â 
#MakeInIndiaMakeForIndia
#IndiaFightsCorona
#COVID19Pandemic #StayHomeSaveLives
#ensopedia","['#makeinindiamakeforindia', '#indiafightscorona', '#covid19pandemic', '#stayhomesavelives', '#ensopedia']",[],117021955,117021955,ichetan_singh,Chetan Singhð®ð³,6,23,https://twitter.com/ichetan_singh/status/1246503222233255937,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '117021955', 'username': 'ichetan_singh'}, {'user_id': '1013243604', 'username': 'BJP4Odisha'}]",,,,,,-1
861,861,861,1246502892107784193,1246502892107784193,1586024423000,2020-04-04 23:50:23,530,,@BJP4India please follow the health protocols @UchinnaV @JPNadda @blsanthosh @BJP4Andhra #Covid_19india #IndiaFightsCorona #StayHomeStaySafe #MaintainTheDistance https://twitter.com/airindiain/status/1246501372540751872Â â¦,"['#covid_19india', '#indiafightscorona', '#stayhomestaysafe', '#maintainthedistance']",[],2489121006,2489121006,uchinnababu,U Chinnababu,6,23,https://twitter.com/uchinnababu/status/1246502892107784193,False,0,0,0,https://twitter.com/airindiain/status/1246501372540751872,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2489121006', 'username': 'uchinnababu'}, {'user_id': '207809313', 'username': 'BJP4India'}, {'user_id': '2990611686', 'username': 'JPNadda'}, {'user_id': '1065563383', 'username': 'blsanthosh'}, {'user_id': '3308534123', 'username': 'BJP4Andhra'}]",,,,,,-1
940,940,940,1246499899580940288,1246499899580940288,1586023709000,2020-04-04 23:38:29,530,,"It would be a great mistake not to extend India's lockdown. We must #ExtendLockDownInIndia to #SaveLives. All efforts will be in vain if we lift the curbs after April 14.

@PMOIndia
@narendramodi
@AmitShah
@MoHFW_INDIA
#IndiaFightsCorona
#COVID19Pandemic
#StayHome
#LockDown  https://twitter.com/IndiaToday/status/1246487494847156226Â â¦","['#extendlockdowninindia', '#savelives', '#indiafightscorona', '#covid19pandemic', '#stayhome', '#lockdown']",[],1148448669588307968,1148448669588307968,IamShoumikDas,Shoumik Das,6,23,https://twitter.com/IamShoumikDas/status/1246499899580940288,False,1,0,1,https://twitter.com/IndiaToday/status/1246487494847156226,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1148448669588307968', 'username': 'IamShoumikDas'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '1447949844', 'username': 'AmitShah'}, {'user_id': '2596143056', 'username': 'MoHFW_INDIA'}]",,,,,,1
971,971,971,1246498390273191936,1246498390273191936,1586023349000,2020-04-04 23:32:29,530,,"Worldwide people doing same .
United against Corona #selfmotivate #FRUSTRATION #coronavirus #LightForIndia #DiyaJalaoCoronaBhagao #DiyaJalaoBharatJodo #Coronafighters #IndiaFightsCorona #FlashLightsForCarers #Diya #diyajalao #UnitedAgainstCorona pic.twitter.com/1GQ6HSw1aY","['#selfmotivate', '#frustration', '#coronavirus', '#lightforindia', '#diyajalaocoronabhagao', '#diyajalaobharatjodo', '#coronafighters', '#indiafightscorona', '#flashlightsforcarers', '#diya', '#diyajalao', '#unitedagainstcorona']",[],1111732899118641152,1111732899118641152,RajveerGaangji,Rajveer Gaangji,6,23,https://twitter.com/RajveerGaangji/status/1246498390273191936,False,1,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1111732899118641152', 'username': 'RajveerGaangji'}]",,,,,,-1
972,972,972,1246498329619345408,1246498329619345408,1586023335000,2020-04-04 23:32:15,530,,"These 9 minutes, at 9 PM on the 5th will bring our nation closer and strengthen the battle against COVID-19. #IndiaFightsCorona",['#indiafightscorona'],[],1025956679534301184,1025956679534301184,itsKiran08499,Kiran rajput,6,23,https://twitter.com/itsKiran08499/status/1246498329619345408,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1025956679534301184', 'username': 'itsKiran08499'}]",,,,,,-1
1064,1064,1064,1246495201989812224,1246495201989812224,1586022589000,2020-04-04 23:19:49,530,,"Proud Of You"": Pakistan Air Traffic Controller To Air India's COVID-19 Relief Flights 
#YouthFightsCorona
#IndiaFightsCorona pic.twitter.com/TgHs4iLWJu","['#youthfightscorona', '#indiafightscorona']",[],140263833,140263833,santoshjnu,#YouthAgainstCorona,6,23,https://twitter.com/santoshjnu/status/1246495201989812224,False,1,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '140263833', 'username': 'santoshjnu'}]",,,,,,1
1094,1094,1094,1246867697519849472,1246867697519849472,1586111399000,2020-04-05 23:59:59,530,,"Thanku @narendramodi ji
This Corona Will Go Oneday but this #9pm9minutes  memories will stay forever with usð #9à¤¬à¤à¥9à¤®à¤¿à¤¨à¤ #9à¤¬à¤à¥_9à¤®à¤¿à¤¨à¤ #9PM9minute #DiyaJalaoBharatJodo #diyajalao #coronavirus #COVID2019 #IndiaFightsCorona #NarendraModi #Modi #ModiKiBatMano #CoronaPandemic","['#9pm9minutes', '#9à¤¬à¤à¥9à¤®à¤¿à¤¨à¤', '#9à¤¬à¤à¥_9à¤®à¤¿à¤¨à¤', '#9pm9minute', '#diyajalaobharatjodo', '#diyajalao', '#coronavirus', '#covid2019', '#indiafightscorona', '#narendramodi', '#modi', '#modikibatmano', '#coronapandemic']",[],2716368593,2716368593,patilkrishna245,Krishna Patil Gokul,7,23,https://twitter.com/patilkrishna245/status/1246867697519849472,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2716368593', 'username': 'patilkrishna245'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,,-1
