,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
221,221,1245416528054333440,1245416528054333440,1585765413000,2020-04-01 23:53:33,530,,"How could such gatherings be organised during lockdown...who is responsible for such events?
I wish religion takes a backstage now and nation should stand first. A mini picture of #TabhleegiJamaat in #ajmer...👇 https://twitter.com/avinashkalla/status/1245335164558782465 …","['#tabhleegijamaat', '#ajmer']",[],3108122779,3108122779,ArachanaG,Archana Sharma,3,23,https://twitter.com/ArachanaG/status/1245416528054333440,False,1,0,0,https://twitter.com/avinashkalla/status/1245335164558782465,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '3108122779', 'username': 'ArachanaG'}]",,,,,could   gather   organis   lockdown   respons   event   wish   religion   take   backstag   nation   stand   first   mini   tur   tabhleegijamaat   ajmer   http   twitter      avinashkalla   statu  ,1
222,222,1245416526494044160,1245416526494044160,1585765413000,2020-04-01 23:53:33,530,Woodsville,"During lockdown my Grand mother( in law) who is 70yrs old  taught us a message that no need to go outside...we have everything at home & we can do it by ourselves too inspite of depending on mills n machines.....
Moral- #stayhome #eathealthy #tastynpure @SangeetRaman pic.twitter.com/qJIZWZ2kxr – at Woodsville","['#stayhome', '#eathealthy', '#tastynpure']",[],794744931239628800,794744931239628800,Rachana_1822,Rachana Singh Thakur,3,23,https://twitter.com/Rachana_1822/status/1245416526494044160,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '794744931239628800', 'username': 'Rachana_1822'}, {'user_id': '9344992', 'username': 'SangeetRaman'}]",,,,,lockdown   grand   mother   law   yr   old   taught   u   messag   need   go   outsid   everyth   home   inspit   depend   mill   n   machin   moral   stayhom   eathealthi   tastynpur      twitter      qjizwzkxr   woodsvil  ,-1
223,223,1245416429597290503,1245416429597290503,1585765390000,2020-04-01 23:53:10,530,,Calvin & Hobbes never lived through a lockdown..  pic.twitter.com/XtLkbfINUO,[],[],1100721543280115712,1100721543280115712,NPGohokar,Niranjan Gohokar,3,23,https://twitter.com/NPGohokar/status/1245416429597290503,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1100721543280115712', 'username': 'NPGohokar'}]",,,,,calvin   hobb   never   live   lockdown      twitter      xtlkbfinuo  ,-1
224,224,1245416419120099328,1245416097744117762,1585765387000,2020-04-01 23:53:07,530,,(3) CCB made a platform where every volunteer can become a part in this Covid-19 situation. Please fill up the form given below and become a volunteer with a click away.,[],[],1074528168164368384,1074528168164368384,ceochaklala,Chaklala Cantonment Board,3,23,https://twitter.com/ceochaklala/status/1245416419120099328,False,3,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1074528168164368384', 'username': 'ceochaklala'}]",,,,,ccb   made   platform   everi   volunt   be   part   covid   situat   pleas   fill   form   given   be   volunt   click   away  ,-1
225,225,1245416412128006144,1245416412128006144,1585765386000,2020-04-01 23:53:06,530,,That does not mean Tabligi and Jamaat people are innocents. They have deliberately disobeyed law and rules. They did not follow the lockdown. They spread Corona from Kashmir to Kanyakumari. They can't be spared. They must be punished. Foreigner Jamaati be black listed. No visa.  https://twitter.com/khanumarfa/status/1245049308295991296 …,[],[],1016589775,1016589775,KARUNASHANKEROJ,Karuna S. Ojha,3,23,https://twitter.com/KARUNASHANKEROJ/status/1245416412128006144,False,0,0,1,https://twitter.com/khanumarfa/status/1245049308295991296,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1016589775', 'username': 'KARUNASHANKEROJ'}]",,,,,mean   tabligi   jamaat   peopl   innoc   deliber   disobey   law   rule   follow   lockdown   spread   corona   kashmir   kanyakumari   spare   must   punish   foreign   jamaati   black   list   visa   http   twitter      khanumarfa   statu  ,-1
226,226,1245416389856247808,1245014908200194048,1585765380000,2020-04-01 23:53:00,530,,"How comr you are tested for corono so quickly. There is protocol to have a testing. You will have to be under quarantine for 14 days, still you had any symptoms, you will be tested. See how the government machiary is misused. If  you are MP,then beurocrates will bow their head..",[],[],573669914,573669914,SureshsruthiJ,Suresh J,3,23,https://twitter.com/SureshsruthiJ/status/1245416389856247808,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '573669914', 'username': 'SureshsruthiJ'}, {'user_id': '1108202000083148800', 'username': 'kshanmugamdmk'}, {'user_id': '287065145', 'username': 'arattaigirl'}]",,,,,r   test   corono   quickli   protocol   test   quarantin   day   still   symptom   test   see   govern   machiari   misus   mp   beurocr   bow   head  ,-1
227,227,1245416335699574784,1245416097744117762,1585765367000,2020-04-01 23:52:47,530,,"(2) With that difficult decision behind us, we are now turning our focus to the coming weeks and months as CCB has made an initiative for dedicating one of its Dispensary as Corona Community Clinic.",[],[],1074528168164368384,1074528168164368384,ceochaklala,Chaklala Cantonment Board,3,23,https://twitter.com/ceochaklala/status/1245416335699574784,False,4,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1074528168164368384', 'username': 'ceochaklala'}]",,,,,difficult   decis   behind   u   turn   focu   e   week   month   ccb   made   initi   dedic   one   dispensari   corona   mun   clinic  ,1
228,228,1245416224709734400,1245388681331933184,1585765341000,2020-04-01 23:52:21,530,,During this #Quarantine you can also try to eat while you’re doing 🚽,['#quarantine'],[],159004194,159004194,iDeshnoor,Mohd Shahid Deshnoor,3,23,https://twitter.com/iDeshnoor/status/1245416224709734400,False,1,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '159004194', 'username': 'iDeshnoor'}, {'user_id': '3299060718', 'username': 'Vivek_Anand26'}, {'user_id': '75246346', 'username': 'sudhirchaudhary'}, {'user_id': '491098167', 'username': 'ZEE5India'}]",,,,,quarantin   also   tri   eat  ,0
229,229,1245416210679775232,1245416210679775232,1585765337000,2020-04-01 23:52:17,530,,"Heard entire call of #MaulanaSaad. He says “Corona is a program to separate Muslims. Masjid me aao..this is best place to be! Marna h toh yaha maro!” He should be jailed for he is sprea hatred & poison
Are you insane? Do u have any brains at all? 
 #NizamuddinIdiots #CoronaJihad","['#maulanasaad', '#nizamuddinidiots', '#coronajihad']",[],169625193,169625193,RJVedangee,RJ Vedangee,3,23,https://twitter.com/RJVedangee/status/1245416210679775232,False,4,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '169625193', 'username': 'RJVedangee'}]",,,,,heard   entir   call   maulanasaad   say   corona   program   separ   muslim   masjid   aao   best   place   marna   h   toh   yaha   maro   jail   sprea   hatr   poison   insan   u   brain   nizamuddinidiot   coronajihad  ,-1
230,230,1245416208473653248,1245264459452395520,1585765337000,2020-04-01 23:52:17,530,,Hiding Mullas from foreign countries in Masjids and hiding travel history is definitely a part of Corona Jihadh,[],[],301450093,301450093,apruthi2001,Arvind Pruthi,3,23,https://twitter.com/apruthi2001/status/1245416208473653248,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '301450093', 'username': 'apruthi2001'}, {'user_id': '835046725823819777', 'username': 'kawalpreetdu'}]",,,,,hide   mulla   foreign   countri   masjid   hide   travel   histori   definit   part   corona   jihadh  ,-1
231,231,1245416206875504640,1245416206875504640,1585765337000,2020-04-01 23:52:17,530,,Best decision @narendramodi Ji & @AmitShah Ji for full country lockdown. We have saved so many lives. India will win this fight against corona virus. #IndiaFightsCarona,['#indiafightscarona'],[],899965723165941760,899965723165941760,ASHWINCHAWWLA,ASHWIN Chawwla,3,23,https://twitter.com/ASHWINCHAWWLA/status/1245416206875504640,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '899965723165941760', 'username': 'ASHWINCHAWWLA'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '1447949844', 'username': 'AmitShah'}]",,,,,best   decis   ji   ji   full   countri   lockdown   save   mani   life   india   win   fight   corona   viru   indiafightscarona  ,1
232,232,1245416200814727168,1245416200814727168,1585765335000,2020-04-01 23:52:15,530,,"They just can't hide #Covid_19india death!

D #Coviddeaths must be followed by certain protocols to bury/cremate bodies.

To hide #Coviddeaths if these protocols r violated, d consequences will be Herrendous & it will be revealed  immediately!

Feku can't Fake with Corona!!  https://twitter.com/mrsinghCricUmp/status/1245412648826462209 …","['#covid_19india', '#coviddeaths', '#coviddeaths']",[],2288490336,2288490336,HAShankaranaray,H.A.Shankaranarayana,3,23,https://twitter.com/HAShankaranaray/status/1245416200814727168,False,4,1,0,https://twitter.com/mrsinghCricUmp/status/1245412648826462209,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2288490336', 'username': 'HAShankaranaray'}]",,,,,hide   covid   india   death   coviddeath   must   follow   certain   protocol   buri   cremat   bodi   hide   coviddeath   protocol   r   violat   consequ   herrend   reveal   immedi   feku   fake   corona   http   twitter      mrshcricump   statu  ,-1
233,233,1245416161669308416,1245416161669308416,1585765326000,2020-04-01 23:52:06,530,,"Feeling bad for people of Assam, they didn’t have a single #ChinaVirus infected patients till yesterday, now they have 13 Corona positive cases.

The #NizamuddinIdiots deserve Hell!","['#chinavirus', '#nizamuddinidiots']",[],587478766,587478766,vermaaakash10,Aakash Verma ಆಕಾಶ್ ವರ್ಮ 🇮🇳,3,23,https://twitter.com/vermaaakash10/status/1245416161669308416,False,1,2,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '587478766', 'username': 'vermaaakash10'}]",,,,,feel   bad   peopl   assam   sl   chinaviru   infect   patient   till   yesterday   corona   posit   case   nizamuddinidiot   deserv   hell  ,1
234,234,1245416126487674881,1245414518852743168,1585765317000,2020-04-01 23:51:57,530,,"Corona can be controlled if necessary actions are taken at right time.. But its impossible to control virus named ""FAKE NEWS""",[],[],829396658,829396658,LJhegade,Lakshmeesha J Hegade,3,23,https://twitter.com/LJhegade/status/1245416126487674881,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '829396658', 'username': 'LJhegade'}, {'user_id': '1638468414', 'username': 'nanuramu'}]",,,,,corona   control   necessari   action   taken   right   time   imposs   control   viru   name   fake   news  ,-1
235,235,1245416123815919616,1245416123815919616,1585765317000,2020-04-01 23:51:57,530,,#corona will end soon in sha Allah 💞💞💞  pic.twitter.com/WBYOSpVB1v,['#corona'],[],1027071622837161984,1027071622837161984,Dr__Syed,𝔖𝔶𝔢𝔡 𝔐𝔲𝔥𝔞𝔪𝔪𝔞𝔡 ℌ𝔞𝔰𝔢𝔢𝔟 𝔅𝔞𝔠𝔥𝔞,3,23,https://twitter.com/Dr__Syed/status/1245416123815919616,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1027071622837161984', 'username': 'Dr__Syed'}]",,,,,corona   end   soon   sha   allah      twitter      wbyospvbv  ,-1
236,236,1245416117159391232,1245416117159391232,1585765315000,2020-04-01 23:51:55,530,,"In Nagpur City  , Citizens needed Urgent help against closing of nearly about 100 years old Parvatinagar  to Ajni Rly. Station public Tar roads/ways  during Lockdown Period ,These roads  are forcefully blocked by Railway PF  and started construction activities",[],[],1097495282282098688,1097495282282098688,sunil03757502,sunil,3,23,https://twitter.com/sunil03757502/status/1245416117159391232,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1097495282282098688', 'username': 'sunil03757502'}]",,,,,nagpur   citi   citizen   need   urgent   help   close   nearli   year   old   parvatinagar   ajni   rli   station   public   tar   road   way   lockdown   period   road   forc   block   railway   pf   start   construct   activ  ,1
237,237,1245416108703784963,1245416108703784963,1585765313000,2020-04-01 23:51:53,530,,"18 nations including USA and UK wants NARENDER MODI as leader for TASK FORCE for CORONA..what a proud moment for INDIA..
Believe in him and INDIA will win 🙏
@PMOIndia @narendramodi @AmitShah @RSSorg @AnantkumarH @mepratap @Tejasvi_Surya  @indi pic.twitter.com/yDy4NS32Dr",[],[],937414395801452544,937414395801452544,Wrestler_kishor,Kishor Raj Purohit 🇮🇳,3,23,https://twitter.com/Wrestler_kishor/status/1245416108703784963,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '937414395801452544', 'username': 'Wrestler_kishor'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '1447949844', 'username': 'AmitShah'}, {'user_id': '310239584', 'username': 'RSSorg'}, {'user_id': '705761460337545216', 'username': 'AnantkumarH'}, {'user_id': '113568312', 'username': 'mepratap'}, {'user_id': '390677061', 'username': 'Tejasvi_Surya'}]",,,,,nation   includ   usa   uk   want   narend   modi   leader   task   forc   corona   proud   moment   india   believ   india   win      twitter      ydynsdr  ,1
238,238,1245416093662904320,1245331588449071104,1585765310000,2020-04-01 23:51:50,530,,They are washing covid-19 dishes.,[],[],365513392,365513392,DBardaloi,Dinabandhu Bardaloi,3,23,https://twitter.com/DBardaloi/status/1245416093662904320,False,3,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '365513392', 'username': 'DBardaloi'}, {'user_id': '171598653', 'username': 'rm12372020'}, {'user_id': '3237721095', 'username': 'JoharRanbir'}, {'user_id': '139189823', 'username': 'ShivAroor'}]",,,,,wash   covid   dish  ,0
239,239,1245416018161201154,1245416018161201154,1585765292000,2020-04-01 23:51:32,530,,"Glad to know the testing rate is increasing day by day, that will give us the clear picture of Covid-19 Outbreak  https://twitter.com/HFWOdisha/status/1245410171309838336 …",[],[],159128822,159128822,TheChandraSB,Chandra Sekhar Biswal,3,23,https://twitter.com/TheChandraSB/status/1245416018161201154,False,0,0,0,https://twitter.com/HFWOdisha/status/1245410171309838336,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '159128822', 'username': 'TheChandraSB'}]",,,,,glad   know   test   rate   increas   day   day   give   u   clear   tur   covid   outbreak   http   twitter      hfwodisha   statu  ,0
240,240,1245416016038912002,1245416016038912002,1585765291000,2020-04-01 23:51:31,530,,"Tablighi congregation at Nizamuddin. Quite evident by now, jehdi conspiracy to spread corona across India & fail lockdown to ensure epidemic spread. Arrest, ban & seize all assets & freeze financial facilities. Decimate Tablighi & PFI or will break india",[],[],31049163,31049163,raj2jas,raj,3,23,https://twitter.com/raj2jas/status/1245416016038912002,False,5,0,3,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '31049163', 'username': 'raj2jas'}]",,,,,tablighi   congreg   nizamuddin   quit   evid   jehdi   conspiraci   spread   corona   across   india   fail   lockdown   ensur   epidem   spread   arrest   ban   seiz   asset   freez   financi   facil   decim   tablighi   pfi   break   india  ,-1
241,241,1245415981855281152,1245415981855281152,1585765283000,2020-04-01 23:51:23,530,,"Every human being is the author of his health or disease 
#lockdown
#WorkFromHome  https://twitter.com/AnupamPGautam/status/1245053320315584514 … pic.twitter.com/S12Md9aHkB","['#lockdown', '#workfromhome']",[],273755545,273755545,AnupamPGautam,Anupam Prakash Gautam,3,23,https://twitter.com/AnupamPGautam/status/1245415981855281152,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '273755545', 'username': 'AnupamPGautam'}]",,,,,everi   human   author   health   diseas   lockdown   workfromhom   http   twitter      anupampgautam   statu      twitter      smdahkb  ,-1
242,242,1245415909205762048,1245402387675668480,1585765266000,2020-04-01 23:51:06,530,,Just quarantine the area .. don’t let them out don’t let folks in,[],[],28314327,28314327,yearning4d_sky,serendipity,3,23,https://twitter.com/yearning4d_sky/status/1245415909205762048,False,5,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '28314327', 'username': 'yearning4d_sky'}, {'user_id': '1202245805131755520', 'username': 'akshaynarang96'}, {'user_id': '1037431008', 'username': 'shubh19822'}]",,,,,quarantin   area   let   let   folk  ,-1
243,243,1245415898976043027,1245415898976043027,1585765263000,2020-04-01 23:51:03,530,,Now war with #Corona is going to be war #Fidayeen https://twitter.com/Iyervval/status/1245413541294661632 …,"['#corona', '#fidayeen']",[],3012294607,3012294607,sustain60,IHATECONGRESS,3,23,https://twitter.com/sustain60/status/1245415898976043027,False,0,0,0,https://twitter.com/Iyervval/status/1245413541294661632,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '3012294607', 'username': 'sustain60'}]",,,,,war   corona   go   war   fidayeen   http   twitter      iyervv   statu  ,-1
244,244,1245415876267933696,1245415876267933696,1585765258000,2020-04-01 23:50:58,530,,"The Muslim community will go up in arms in response to the corona virus crisis. We are in for tough times. Mostly the virus with remained ghettoised within the community, it will have a longer life within India due to non-cooperation of Muslims.  https://twitter.com/TanwarAvani/status/1245368027773726722 …",[],[],17744178,17744178,abhishekdrolia,abhishekdrolia,3,23,https://twitter.com/abhishekdrolia/status/1245415876267933696,False,0,0,0,https://twitter.com/TanwarAvani/status/1245368027773726722,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '17744178', 'username': 'abhishekdrolia'}]",,,,,muslim   mun   go   arm   respons   corona   viru   crisi   tough   time   mostli   viru   remain   ghettois   within   mun   longer   life   within   india   due   non   cooper   muslim   http   twitter      tanwaravani   statu  ,-1
245,245,1245415773574553600,1245415773574553600,1585765233000,2020-04-01 23:50:33,530,,"🇮🇳 India

- Coronavirus Cases: 2012

- Deaths: 60

- Recovered: 148
😢😢😢😭😭😭",[],[],1170574202140708864,1170574202140708864,Real__Akash,Akash GOYAL 100% FB (Stay Home🏡 Stay Safe🙋‍♂),3,23,https://twitter.com/Real__Akash/status/1245415773574553600,False,12,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1170574202140708864', 'username': 'Real__Akash'}]",,,,,india   coronaviru   case   death   recov  ,1
246,246,1245415661733654528,1245390646002831360,1585765207000,2020-04-01 23:50:07,530,,Corona did it for u 😅,[],[],1214090583565717504,1214090583565717504,AnisAbid10,Ansi,3,23,https://twitter.com/AnisAbid10/status/1245415661733654528,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1214090583565717504', 'username': 'AnisAbid10'}, {'user_id': '2876947856', 'username': 'mishap29'}]",,,,,corona   u  ,-1
247,247,1245415619140313088,1245415619140313088,1585765196000,2020-04-01 23:49:56,530,,Ek aur din south movie dekhni padi cos of parents to ll break the lockdown 😅🤦🏻‍♀️ #TheLockdown #COVID19Pandemic #Tollywood,"['#thelockdown', '#covid19pandemic', '#tollywood']",[],122303941,122303941,honey1925,Labdhi Shah,3,23,https://twitter.com/honey1925/status/1245415619140313088,False,1,2,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '122303941', 'username': 'honey1925'}]",,,,,ek   aur   din   south   movi   dekhni   padi   co   parent   break   lockdown   thelockdown   covidpandem   tollywood  ,0
248,248,1245415547833122820,1245415547833122820,1585765179000,2020-04-01 23:49:39,530,,"PM launches SMS service to provide emergency cash to needy in ongoing Coronavirus situation
 Last Updated On 01 April,2020 10:31 pm
.............................................
Under the emergency cash program, the…  https://www.instagram.com/p/B-crR3hhB_I/?igshid=k8ad5dmp8jf …",[],[],450551157,450551157,MaitlaSaab,Hassam Ahmed,3,23,https://twitter.com/MaitlaSaab/status/1245415547833122820,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '450551157', 'username': 'MaitlaSaab'}]",,,,,pm   launch   sm   servic   provid   emerg   cash   needi   ongo   coronaviru   situat   last   updat   april   pm   emerg   cash   program   http   ww   instagram      p   b   crrhhb   igshid   kaddmpjf  ,-1
249,249,1245415535392608256,1245415535392608256,1585765176000,2020-04-01 23:49:36,530,,Lockdown May push poor Advocates towards starvation in TS. Abt 33000+ lawyers hav registered with S-bar council. Study shows that 10K of thm are poor & 5K are in dire straits. Need immediate help at least during the lockdown @asadowaisi @TelanganaCMO @KTRTRS @IKReddyAllola pic.twitter.com/i5L03uqHDB,[],[],292387675,292387675,KhaildAdv_iam,Khalid Mohammed,3,23,https://twitter.com/KhaildAdv_iam/status/1245415535392608256,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '292387675', 'username': 'KhaildAdv_iam'}, {'user_id': '336611577', 'username': 'asadowaisi'}, {'user_id': '2558684335', 'username': 'TelanganaCMO'}, {'user_id': '118787224', 'username': 'KTRTRS'}, {'user_id': '2445371448', 'username': 'IKReddyAllola'}]",,,,,lockdown   may   push   poor   advoc   toward   starvat   t   abt   lawyer   hav   regist   bar   council   studi   show   k   thm   poor   k   dire   strait   need   immedi   help   least   lockdown      twitter      iluqhdb  ,-1
250,250,1245415506472890368,1245412470212030464,1585765170000,2020-04-01 23:49:30,530,,"Epidemic act has been invoked already. Government got all powers if related to pandemic and people defying order, creating un-necessary nuisance can be acted upon IPC 188.

Now stop creating nuisance in un-essential matters.",[],[],76360031,76360031,subhendubhatt,Subhendu bhattacharya,3,23,https://twitter.com/subhendubhatt/status/1245415506472890368,False,5,2,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '76360031', 'username': 'subhendubhatt'}, {'user_id': '21014078', 'username': 'svaradarajan'}, {'user_id': '96709645', 'username': 'seemi_pasha'}, {'user_id': '77456101', 'username': 'RURALINDIA'}]",,,,,epidem   act   invok   alreadi   govern   got   power   relat   pandem   peopl   defi   order   creat   un   necessari   nuisanc   act   upon   ipc   stop   creat   nuisanc   un   essenti   matter  ,-1
251,251,1245415493164339200,1245415493164339200,1585765166000,2020-04-01 23:49:26,530,,Getting there!! #Covid_19india https://twitter.com/jamewils/status/1245398415556501504 …,['#covid_19india'],[],15608883,15608883,MadhukarBanuri,Madhukar Banuri,3,23,https://twitter.com/MadhukarBanuri/status/1245415493164339200,False,0,0,0,https://twitter.com/jamewils/status/1245398415556501504,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '15608883', 'username': 'MadhukarBanuri'}]",,,,,get   covid   india   http   twitter      jamewil   statu  ,-1
252,252,1245415481915273216,1245415481915273216,1585765164000,2020-04-01 23:49:24,530,,"@myogiadityanath
@gdagzb
@dm_ghaziabad
@sunilsharma_bjp
@Mayor_Ghaziabad

Even in this hard time of covid-19, KW Srishti,Raj Nagar Extension, Ghaziabad is being ignored by the authorities. 

#no sanitation spray.",['#no'],[],113609385,113609385,KAPIL_SHARMA_14,Kapil Sharma,3,23,https://twitter.com/KAPIL_SHARMA_14/status/1245415481915273216,False,5,4,4,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '113609385', 'username': 'KAPIL_SHARMA_14'}, {'user_id': '3437532637', 'username': 'myogiadityanath'}, {'user_id': '3196082312', 'username': 'gdagzb'}, {'user_id': '760158046177923072', 'username': 'dm_ghaziabad'}, {'user_id': '2936352979', 'username': 'sunilsharma_bjp'}, {'user_id': '938738048551960576', 'username': 'Mayor_Ghaziabad'}]",,,,,even   hard   time   covid   kw   srishti   raj   nagar   extens   ghaziabad   ignor   author   sanit   spray  ,-1
253,253,1245415481743458305,1245415481743458305,1585765164000,2020-04-01 23:49:24,530,,"As people are not voluntarily adhering the #lockdown , there could be no complain against the Govt. if it starts to deal it harshly. I belive for a larger benefit, it's time to deploy @adgpi @crpfindia @ITBP_official @BSF_India in streets. @PMOIndia @PIBHomeAffairs",['#lockdown'],[],135038209,135038209,ianabil,Anabil Bhattacharya,3,23,https://twitter.com/ianabil/status/1245415481743458305,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '135038209', 'username': 'ianabil'}, {'user_id': '1227253801', 'username': 'adgpi'}, {'user_id': '756505518420660225', 'username': 'crpfindia'}, {'user_id': '3269824802', 'username': 'ITBP_official'}, {'user_id': '3069275310', 'username': 'BSF_India'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '753189526152081408', 'username': 'PIBHomeAffairs'}]",,,,,peopl   voluntarili   adher   lockdown   could   plain   govt   start   deal   harshli   beliv   larger   benefit   time   deploy   street  ,1
254,254,1245415466379575296,1245360528895234049,1585765160000,2020-04-01 23:49:20,530,,Where is Nizzamuddin disaster picture. You are such a biased while posting the picture. You ppl are never going to change.Please behave yourself. Don't post anything just for publicity. What is your share in fight against Corona. If you have courage be a part #coronaworriors . pic.twitter.com/mfjesPAcnM,['#coronaworriors'],[],4871938253,4871938253,iAdityaFirke,Aditya,3,23,https://twitter.com/iAdityaFirke/status/1245415466379575296,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '4871938253', 'username': 'iAdityaFirke'}, {'user_id': '3439339775', 'username': 'HusnaPervez'}]",,,,,nizzamuddin   disast   tur   bias   post   tur   ppl   never   go   chang   pleas   behav   post   anyth   public   share   fight   corona   courag   part   coronaworrior      twitter      mfjespacnm  ,-1
